"TIME","GEO","UNIT","ICCS","Value","Flag and Footnotes"
"2008-01-01T00:00:00","Poland","Number","Intentional homicide","460",""
"2009-01-01T00:00:00","Poland","Number","Intentional homicide","493",""
"2010-01-01T00:00:00","Poland","Number","Intentional homicide","436",""
"2011-01-01T00:00:00","Poland","Number","Intentional homicide","449",""
"2012-01-01T00:00:00","Poland","Number","Intentional homicide","377",""
"2003-01-01T00:00:00","Portugal","Number","Intentional homicide","149",""
"2004-01-01T00:00:00","Portugal","Number","Intentional homicide","144",""
"2005-01-01T00:00:00","Portugal","Number","Intentional homicide","135",""
"2006-01-01T00:00:00","Portugal","Number","Intentional homicide","155",""
"2007-01-01T00:00:00","Portugal","Number","Intentional homicide","185",""
"2008-01-01T00:00:00","Portugal","Number","Intentional homicide","124",""
"2009-01-01T00:00:00","Portugal","Number","Intentional homicide","130",""
"2010-01-01T00:00:00","Portugal","Number","Intentional homicide","124",""
"2011-01-01T00:00:00","Portugal","Number","Intentional homicide","114",""
"2012-01-01T00:00:00","Portugal","Number","Intentional homicide","122",""
"2003-01-01T00:00:00","Romania","Number","Intentional homicide","551",""
"2004-01-01T00:00:00","Romania","Number","Intentional homicide","516",""
"2005-01-01T00:00:00","Romania","Number","Intentional homicide","453",""
"2006-01-01T00:00:00","Romania","Number","Intentional homicide","438",""
"2007-01-01T00:00:00","Romania","Number","Intentional homicide","416",""
"2008-01-01T00:00:00","Romania","Number","Intentional homicide","470",""
"2009-01-01T00:00:00","Romania","Number","Intentional homicide","397",""
"2010-01-01T00:00:00","Romania","Number","Intentional homicide","404",""
"2011-01-01T00:00:00","Romania","Number","Intentional homicide","335",""
"2012-01-01T00:00:00","Romania","Number","Intentional homicide","378",""
"2003-01-01T00:00:00","Slovenia","Number","Intentional homicide","21",""
"2004-01-01T00:00:00","Slovenia","Number","Intentional homicide","29",""
"2005-01-01T00:00:00","Slovenia","Number","Intentional homicide","20",""
"2006-01-01T00:00:00","Slovenia","Number","Intentional homicide","12",""
"2007-01-01T00:00:00","Slovenia","Number","Intentional homicide","24",""
"2008-01-01T00:00:00","Slovenia","Number","Intentional homicide","11",""
"2009-01-01T00:00:00","Slovenia","Number","Intentional homicide","13",""
"2010-01-01T00:00:00","Slovenia","Number","Intentional homicide","10",""
"2011-01-01T00:00:00","Slovenia","Number","Intentional homicide","16",""
"2012-01-01T00:00:00","Slovenia","Number","Intentional homicide","14",""
"2003-01-01T00:00:00","Slovakia","Number","Intentional homicide","146",""
"2004-01-01T00:00:00","Slovakia","Number","Intentional homicide","122",""
"2005-01-01T00:00:00","Slovakia","Number","Intentional homicide","106",""
"2006-01-01T00:00:00","Slovakia","Number","Intentional homicide","89",""
"2007-01-01T00:00:00","Slovakia","Number","Intentional homicide","89",""
"2008-01-01T00:00:00","Slovakia","Number","Intentional homicide","94",""
"2009-01-01T00:00:00","Slovakia","Number","Intentional homicide","84",""
"2010-01-01T00:00:00","Slovakia","Number","Intentional homicide","89",""
"2011-01-01T00:00:00","Slovakia","Number","Intentional homicide","96",""
"2012-01-01T00:00:00","Slovakia","Number","Intentional homicide","75",""
"2003-01-01T00:00:00","Finland","Number","Intentional homicide","103",""
"2004-01-01T00:00:00","Finland","Number","Intentional homicide","144",""
"2005-01-01T00:00:00","Finland","Number","Intentional homicide","113",""
"2006-01-01T00:00:00","Finland","Number","Intentional homicide","112",""
"2007-01-01T00:00:00","Finland","Number","Intentional homicide","128",""
"2008-01-01T00:00:00","Finland","Number","Intentional homicide","132",""
"2009-01-01T00:00:00","Finland","Number","Intentional homicide","116",""
"2010-01-01T00:00:00","Finland","Number","Intentional homicide","112",""
"2011-01-01T00:00:00","Finland","Number","Intentional homicide","116",""
"2012-01-01T00:00:00","Finland","Number","Intentional homicide","89",""
"2003-01-01T00:00:00","Sweden","Number","Intentional homicide","81",""
"2004-01-01T00:00:00","Sweden","Number","Intentional homicide","102",""
"2005-01-01T00:00:00","Sweden","Number","Intentional homicide","83",""
"2006-01-01T00:00:00","Sweden","Number","Intentional homicide","91",""
"2007-01-01T00:00:00","Sweden","Number","Intentional homicide","111",""
"2008-01-01T00:00:00","Sweden","Number","Intentional homicide","82",""
"2009-01-01T00:00:00","Sweden","Number","Intentional homicide","93",""
"2010-01-01T00:00:00","Sweden","Number","Intentional homicide","91",""
"2011-01-01T00:00:00","Sweden","Number","Intentional homicide","81",""
"2012-01-01T00:00:00","Sweden","Number","Intentional homicide","68",""
"2003-01-01T00:00:00","England and Wales","Number","Intentional homicide","904",""
"2004-01-01T00:00:00","England and Wales","Number","Intentional homicide","868",""
"2005-01-01T00:00:00","England and Wales","Number","Intentional homicide","764",""
"2006-01-01T00:00:00","England and Wales","Number","Intentional homicide","758",""
"2007-01-01T00:00:00","England and Wales","Number","Intentional homicide","775",""
"2008-01-01T00:00:00","England and Wales","Number","Intentional homicide","664",""
"2009-01-01T00:00:00","England and Wales","Number","Intentional homicide","620",""
"2010-01-01T00:00:00","England and Wales","Number","Intentional homicide","639",""
"2011-01-01T00:00:00","England and Wales","Number","Intentional homicide","553",""
"2012-01-01T00:00:00","England and Wales","Number","Intentional homicide","552",""
"2003-01-01T00:00:00","Scotland","Number","Intentional homicide","109",""
"2004-01-01T00:00:00","Scotland","Number","Intentional homicide","139",""
"2005-01-01T00:00:00","Scotland","Number","Intentional homicide","102",""
"2006-01-01T00:00:00","Scotland","Number","Intentional homicide","123",""
"2007-01-01T00:00:00","Scotland","Number","Intentional homicide","111",""
"2008-01-01T00:00:00","Scotland","Number","Intentional homicide","97",""
"2009-01-01T00:00:00","Scotland","Number","Intentional homicide","85",""
"2010-01-01T00:00:00","Scotland","Number","Intentional homicide","98",""
"2011-01-01T00:00:00","Scotland","Number","Intentional homicide","93",""
"2012-01-01T00:00:00","Scotland","Number","Intentional homicide","72",""
"2003-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","33",""
"2004-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","41",""
"2005-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","29",""
"2006-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","24",""
"2007-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","30",""
"2008-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","26",""
"2009-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","22",""
"2010-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","28",""
"2011-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","24",""
"2012-01-01T00:00:00","Northern Ireland (UK)","Number","Intentional homicide","20",""
"2003-01-01T00:00:00","Iceland","Number","Intentional homicide","0",""
"2004-01-01T00:00:00","Iceland","Number","Intentional homicide","3",""
"2005-01-01T00:00:00","Iceland","Number","Intentional homicide","3",""
"2006-01-01T00:00:00","Iceland","Number","Intentional homicide","0",""
"2007-01-01T00:00:00","Iceland","Number","Intentional homicide","2",""
"2008-01-01T00:00:00","Iceland","Number","Intentional homicide","0",""
"2009-01-01T00:00:00","Iceland","Number","Intentional homicide","1",""
"2010-01-01T00:00:00","Iceland","Number","Intentional homicide","2",""
"2011-01-01T00:00:00","Iceland","Number","Intentional homicide","3",""
"2012-01-01T00:00:00","Iceland","Number","Intentional homicide","1",""
"2003-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","0",""
"2004-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","1",""
"2005-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","0",""
"2006-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","0",""
"2007-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","0",""
"2008-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","1",""
"2009-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","1",""
"2010-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","1",""
"2011-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","3",""
"2012-01-01T00:00:00","Liechtenstein","Number","Intentional homicide","0",""
"2003-01-01T00:00:00","Norway","Number","Intentional homicide","51",""
"2004-01-01T00:00:00","Norway","Number","Intentional homicide","36",""
"2005-01-01T00:00:00","Norway","Number","Intentional homicide","33",""
"2006-01-01T00:00:00","Norway","Number","Intentional homicide","33",""
"2007-01-01T00:00:00","Norway","Number","Intentional homicide","30",""
"2008-01-01T00:00:00","Norway","Number","Intentional homicide","34",""
"2009-01-01T00:00:00","Norway","Number","Intentional homicide","29",""
"2010-01-01T00:00:00","Norway","Number","Intentional homicide","29",""
"2011-01-01T00:00:00","Norway","Number","Intentional homicide","111",""
"2012-01-01T00:00:00","Norway","Number","Intentional homicide","27",""
"2003-01-01T00:00:00","Switzerland","Number","Intentional homicide","73",""
"2004-01-01T00:00:00","Switzerland","Number","Intentional homicide","79",""
"2005-01-01T00:00:00","Switzerland","Number","Intentional homicide","75",""
"2006-01-01T00:00:00","Switzerland","Number","Intentional homicide","60",""
"2007-01-01T00:00:00","Switzerland","Number","Intentional homicide","51",""
"2008-01-01T00:00:00","Switzerland","Number","Intentional homicide","54",""
"2009-01-01T00:00:00","Switzerland","Number","Intentional homicide","51",""
"2010-01-01T00:00:00","Switzerland","Number","Intentional homicide","53",""
"2011-01-01T00:00:00","Switzerland","Number","Intentional homicide","46",""
"2012-01-01T00:00:00","Switzerland","Number","Intentional homicide","45",""
"2003-01-01T00:00:00","Montenegro","Number","Intentional homicide","20",""
"2004-01-01T00:00:00","Montenegro","Number","Intentional homicide","14",""
"2005-01-01T00:00:00","Montenegro","Number","Intentional homicide","22",""
"2006-01-01T00:00:00","Montenegro","Number","Intentional homicide","25",""
"2007-01-01T00:00:00","Montenegro","Number","Intentional homicide","10",""
"2008-01-01T00:00:00","Montenegro","Number","Intentional homicide","23",""
"2009-01-01T00:00:00","Montenegro","Number","Intentional homicide","24",""
"2010-01-01T00:00:00","Montenegro","Number","Intentional homicide","15",""
"2011-01-01T00:00:00","Montenegro","Number","Intentional homicide","21",""
"2012-01-01T00:00:00","Montenegro","Number","Intentional homicide","16",""
"2003-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","70",""
"2004-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","49",""
"2005-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","49",""
"2006-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","45",""
"2007-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","42",""
"2008-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","36",""
"2009-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","36",""
"2010-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","40",""
"2011-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","29",""
"2012-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Intentional homicide","27",""
"2003-01-01T00:00:00","Albania","Number","Intentional homicide",":",""
"2004-01-01T00:00:00","Albania","Number","Intentional homicide",":",""
"2005-01-01T00:00:00","Albania","Number","Intentional homicide",":",""
"2006-01-01T00:00:00","Albania","Number","Intentional homicide",":",""
"2007-01-01T00:00:00","Albania","Number","Intentional homicide",":",""
"2008-01-01T00:00:00","Albania","Number","Intentional homicide","139",""
"2009-01-01T00:00:00","Albania","Number","Intentional homicide",":",""
"2010-01-01T00:00:00","Albania","Number","Intentional homicide",":",""
"2011-01-01T00:00:00","Albania","Number","Intentional homicide",":",""
"2012-01-01T00:00:00","Albania","Number","Intentional homicide",":",""
"2003-01-01T00:00:00","Serbia","Number","Intentional homicide","176",""
"2004-01-01T00:00:00","Serbia","Number","Intentional homicide","164",""
"2005-01-01T00:00:00","Serbia","Number","Intentional homicide","157",""
"2006-01-01T00:00:00","Serbia","Number","Intentional homicide","160",""
"2007-01-01T00:00:00","Serbia","Number","Intentional homicide","182",""
"2008-01-01T00:00:00","Serbia","Number","Intentional homicide","145",""
"2009-01-01T00:00:00","Serbia","Number","Intentional homicide","161",""
"2010-01-01T00:00:00","Serbia","Number","Intentional homicide","123",""
"2011-01-01T00:00:00","Serbia","Number","Intentional homicide","124",""
"2012-01-01T00:00:00","Serbia","Number","Intentional homicide","110",""
"2003-01-01T00:00:00","Turkey","Number","Intentional homicide","5,062",""
"2004-01-01T00:00:00","Turkey","Number","Intentional homicide","4,829",""
"2005-01-01T00:00:00","Turkey","Number","Intentional homicide","4,879",""
"2006-01-01T00:00:00","Turkey","Number","Intentional homicide","4,663",""
"2007-01-01T00:00:00","Turkey","Number","Intentional homicide","3,090",""
"2008-01-01T00:00:00","Turkey","Number","Intentional homicide","2,773",""
"2009-01-01T00:00:00","Turkey","Number","Intentional homicide","2,690",""
"2010-01-01T00:00:00","Turkey","Number","Intentional homicide","2,343",""
"2011-01-01T00:00:00","Turkey","Number","Intentional homicide","2,354",""
"2012-01-01T00:00:00","Turkey","Number","Intentional homicide","2,486",""
"2003-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2004-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2005-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2006-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2007-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2008-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide","68",""
"2009-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide","67",""
"2010-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide",":",""
"2011-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide","49",""
"2012-01-01T00:00:00","Bosnia and Herzegovina","Number","Intentional homicide","60",""
"2003-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2004-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2005-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2006-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2007-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide",":",""
"2008-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","77",""
"2009-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","56",""
"2010-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","64",""
"2011-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","50",""
"2012-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Intentional homicide","47",""
